Mirex
File,Score,Ref key,Test key
"0010089.LOFI",0.500000,Key D,Key G
"0061415.LOFI",0.500000,Key F:minor-general,Key Bb:minor-general
"0074982.LOFI",0.000000,Key C:minor-general,Key E
"0101069.LOFI",1.000000,Key E:minor-general,Key E:minor-general
"0190477.LOFI",1.000000,Key D:minor-general,Key D:minor-general
"0191347.LOFI",0.000000,Key Eb:minor-general,Key Db
"0203493.LOFI",0.500000,Key G:minor-general,Key D:minor-general
"0205597.LOFI",1.000000,Key G:minor-general,Key G:minor-general
"0208158.LOFI",0.300000,Key E:minor-general,Key G
"0209206.LOFI",0.500000,Key G,Key C
"0272788.LOFI",1.000000,Key Bb,Key Bb
"0305771.LOFI",1.000000,Key C:minor-general,Key C:minor-general
"0341832.LOFI",1.000000,Key G,Key G
"0376240.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"0398124.LOFI",1.000000,Key D,Key D
"0400259.LOFI",0.000000,Key G:minor-general,Key F
"0423054.LOFI",0.500000,Key D:minor-general,Key A:minor-general
"0435443.LOFI",0.500000,Key E:minor-general,Key A:minor-general
"0472626.LOFI",0.500000,Key G:minor-general,Key D:minor-general
"0495905.LOFI",0.300000,Key Bb:minor-general,Key Db
"0511348.LOFI",0.500000,Key E:minor-general,Key A:minor-general
"0571009.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"0582991.LOFI",0.500000,Key G:minor-general,Key C:minor-general
"0611797.LOFI",1.000000,Key A,Key A
"0631240.LOFI",0.500000,Key G:minor-general,Key C:minor-general
"0631883.LOFI",1.000000,Key C:minor-general,Key C:minor-general
"0634032.LOFI",0.000000,Key E:minor-general,Key B
"0667508.LOFI",1.000000,Key D:minor-general,Key D:minor-general
"0671546.LOFI",1.000000,Key A:minor-general,Key A:minor-general
"0677299.LOFI",0.500000,Key Gb,Key Db
"0678406.LOFI",1.000000,Key E:minor-general,Key E:minor-general
"0682724.LOFI",0.000000,Key C,Key Eb
"0774871.LOFI",0.000000,Key B,Key C#:minor-general
"0774874.LOFI",0.500000,Key B:minor-general,Key F#:minor-general
"0774875.LOFI",0.000000,Key Gb:minor-general,Key D:minor-general
"0781373.LOFI",0.500000,Key E,Key A
"0781995.LOFI",1.000000,Key C,Key C
"0796860.LOFI",0.000000,Key Ab:minor-general,Key Db
"0814290.LOFI",1.000000,Key E,Key E
"0814505.LOFI",0.200000,Key A,Key A:minor-general
"0822664.LOFI",1.000000,Key Bb:minor-general,Key Bb:minor-general
"0835903.LOFI",0.000000,Key D,Key A:minor-general
"0839886.LOFI",0.500000,Key D:minor-general,Key G:minor-general
"0846900.LOFI",0.200000,Key E,Key E:minor-general
"0847422.LOFI",1.000000,Key A:minor-general,Key A:minor-general
"0853834.LOFI",0.200000,Key E,Key E:minor-general
"0873455.LOFI",0.300000,Key E:minor-general,Key G
"0877345.LOFI",1.000000,Key Eb,Key Eb
"0883724.LOFI",0.300000,Key F:minor-general,Key Ab
"0890568.LOFI",0.300000,Key E:minor-general,Key G
"0891993.LOFI",0.200000,Key D,Key D:minor-general
"0896478.LOFI",1.000000,Key B:minor-general,Key B:minor-general
"0903963.LOFI",0.200000,Key F,Key F:minor-general
"0907837.LOFI",0.300000,Key G:minor-general,Key Bb
"0923397.LOFI",0.000000,Key Bb:minor-general,Key Ab
"0945256.LOFI",1.000000,Key Eb:minor-general,Key Eb:minor-general
"0973819.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"0975137.LOFI",0.000000,Key C:minor-general,Key Db
"0975138.LOFI",0.000000,Key D:minor-general,Key Eb:minor-general
"0981591.LOFI",0.300000,Key Bb:minor-general,Key Db
"0992081.LOFI",0.200000,Key E,Key E:minor-general
"0997308.LOFI",0.000000,Key C,Key Bb
"1004923.LOFI",0.500000,Key C:minor-general,Key F:minor-general
"1007941.LOFI",0.500000,Key F:minor-general,Key Bb:minor-general
"1009960.LOFI",0.000000,Key Eb:minor-general,Key C#:minor-general
"1017921.LOFI",0.500000,Key B,Key E
"1026478.LOFI",0.000000,Key F:minor-general,Key Db
"1033148.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"1034795.LOFI",0.500000,Key B:minor-general,Key F#:minor-general
"1037507.LOFI",1.000000,Key G,Key G
"1041574.LOFI",0.000000,Key Ab,Key C:minor-general
"1043194.LOFI",0.000000,Key Db:minor-general,Key A
"1052744.LOFI",0.000000,Key G:minor-general,Key C
"1056896.LOFI",1.000000,Key A:minor-general,Key A:minor-general
"1074548.LOFI",0.000000,Key A:minor-general,Key Bb
"1075123.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"1092676.LOFI",0.300000,Key F:minor-general,Key Ab
"1103512.LOFI",1.000000,Key Bb:minor-general,Key Bb:minor-general
"1105632.LOFI",1.000000,Key C:minor-general,Key C:minor-general
"1140027.LOFI",0.000000,Key Db:minor-general,Key C:minor-general
"1149778.LOFI",1.000000,Key Gb:minor-general,Key F#:minor-general
"1161234.LOFI",0.200000,Key C,Key C:minor-general
"1161249.LOFI",1.000000,Key G:minor-general,Key G:minor-general
"1164898.LOFI",1.000000,Key C,Key C
"1178656.LOFI",1.000000,Key C:minor-general,Key C:minor-general
"1193612.LOFI",0.500000,Key Gb:minor-general,Key C#:minor-general
"1194720.LOFI",1.000000,Key D:minor-general,Key D:minor-general
"1198688.LOFI",1.000000,Key D:minor-general,Key D:minor-general
"1206025.LOFI",0.300000,Key A:minor-general,Key C
"1209745.LOFI",1.000000,Key Bb,Key Bb
"1224698.LOFI",1.000000,Key G,Key G
"1234668.LOFI",0.000000,Key G:minor-general,Key D
"1234669.LOFI",0.000000,Key G:minor-general,Key Eb:minor-general
"1234670.LOFI",0.500000,Key F:minor-general,Key C:minor-general
"1234748.LOFI",0.300000,Key G:minor-general,Key Bb
"1234749.LOFI",1.000000,Key Bb,Key Bb
"1234750.LOFI",0.300000,Key D:minor-general,Key F
"1234751.LOFI",0.000000,Key Bb,Key F:minor-general
"1234752.LOFI",0.300000,Key B:minor-general,Key D
"1257593.LOFI",0.500000,Key B:minor-general,Key F#:minor-general
"1298595.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"1316308.LOFI",0.000000,Key G,Key F:minor-general
"1353830.LOFI",1.000000,Key D:minor-general,Key D:minor-general
"1356281.LOFI",0.200000,Key Eb,Key Eb:minor-general
"1389887.LOFI",0.000000,Key Ab:minor-general,Key F
"1406309.LOFI",1.000000,Key B:minor-general,Key B:minor-general
"1415239.LOFI",1.000000,Key C:minor-general,Key C:minor-general
"1442809.LOFI",0.300000,Key Db:minor-general,Key E
"1468437.LOFI",1.000000,Key B:minor-general,Key B:minor-general
"1474122.LOFI",1.000000,Key Ab,Key Ab
"1486770.LOFI",0.000000,Key A:minor-general,Key F
"1494159.LOFI",1.000000,Key Eb:minor-general,Key Eb:minor-general
"1549964.LOFI",1.000000,Key Db:minor-general,Key C#:minor-general
"1568217.LOFI",1.000000,Key F,Key F
"1574723.LOFI",1.000000,Key D:minor-general,Key D:minor-general
"1575015.LOFI",1.000000,Key A:minor-general,Key A:minor-general
"1611446.LOFI",1.000000,Key Ab:minor-general,Key G#:minor-general
"1614715.LOFI",0.300000,Key Gb:minor-general,Key A
"1626779.LOFI",0.000000,Key Bb:minor-general,Key C:minor-general
"1650933.LOFI",1.000000,Key Eb:minor-general,Key Eb:minor-general
"1650934.LOFI",0.000000,Key F:minor-general,Key Db
"1652412.LOFI",0.000000,Key D:minor-general,Key Eb
"1669939.LOFI",0.000000,Key E,Key F#:minor-general
"1673811.LOFI",0.000000,Key D,Key F
"1678455.LOFI",0.000000,Key Gb:minor-general,Key C:minor-general
"1681074.LOFI",0.500000,Key F:minor-general,Key C:minor-general
"1681077.LOFI",0.000000,Key Ab:minor-general,Key Db
"1681085.LOFI",0.000000,Key F,Key F#
"1682815.LOFI",1.000000,Key C:minor-general,Key C:minor-general
"1690921.LOFI",1.000000,Key D:minor-general,Key D:minor-general
