Binary
File,Score,Ref key,Test key
"0010089.LOFI",1.000000,Key D,Key D
"0061415.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"0074982.LOFI",0.000000,Key C:minor-general,Key Db
"0101069.LOFI",0.000000,Key E:minor-general,Key G
"0190477.LOFI",1.000000,Key D:minor-general,Key D:minor-general
"0191347.LOFI",0.000000,Key Eb:minor-general,Key F#
"0203493.LOFI",0.000000,Key G:minor-general,Key F
"0205597.LOFI",0.000000,Key G:minor-general,Key Bb
"0208158.LOFI",0.000000,Key E:minor-general,Key G
"0209206.LOFI",0.000000,Key G,Key C
"0272788.LOFI",0.000000,Key Bb,Key Bb:minor-general
"0305771.LOFI",0.000000,Key C:minor-general,Key C
"0341832.LOFI",1.000000,Key G,Key G
"0376240.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"0398124.LOFI",1.000000,Key D,Key D
"0400259.LOFI",0.000000,Key G:minor-general,Key G
"0423054.LOFI",1.000000,Key D:minor-general,Key D:minor-general
"0435443.LOFI",1.000000,Key E:minor-general,Key E:minor-general
"0472626.LOFI",0.000000,Key G:minor-general,Key F
"0495905.LOFI",0.000000,Key Bb:minor-general,Key Db
"0511348.LOFI",0.000000,Key E:minor-general,Key G
"0571009.LOFI",0.000000,Key F:minor-general,Key Ab
"0582991.LOFI",0.000000,Key G:minor-general,Key C
"0611797.LOFI",1.000000,Key A,Key A
"0631240.LOFI",0.000000,Key G:minor-general,Key F
"0631883.LOFI",0.000000,Key C:minor-general,Key Eb
"0634032.LOFI",0.000000,Key E:minor-general,Key G
"0667508.LOFI",0.000000,Key D:minor-general,Key F
"0671546.LOFI",1.000000,Key A:minor-general,Key A:minor-general
"0677299.LOFI",1.000000,Key Gb,Key F#
"0678406.LOFI",1.000000,Key E:minor-general,Key E:minor-general
"0682724.LOFI",0.000000,Key C,Key G
"0774871.LOFI",1.000000,Key B,Key B
"0774874.LOFI",0.000000,Key B:minor-general,Key A
"0774875.LOFI",0.000000,Key Gb:minor-general,Key G
"0781373.LOFI",0.000000,Key E,Key A
"0781995.LOFI",1.000000,Key C,Key C
"0796860.LOFI",0.000000,Key Ab:minor-general,Key E
"0814290.LOFI",1.000000,Key E,Key E
"0814505.LOFI",1.000000,Key A,Key A
"0822664.LOFI",0.000000,Key Bb:minor-general,Key Db
"0835903.LOFI",0.000000,Key D,Key C
"0839886.LOFI",0.000000,Key D:minor-general,Key G:minor-general
"0846900.LOFI",1.000000,Key E,Key E
"0847422.LOFI",1.000000,Key A:minor-general,Key A:minor-general
"0853834.LOFI",1.000000,Key E,Key E
"0873455.LOFI",0.000000,Key E:minor-general,Key G
"0877345.LOFI",1.000000,Key Eb,Key Eb
"0883724.LOFI",0.000000,Key F:minor-general,Key Eb
"0890568.LOFI",0.000000,Key E:minor-general,Key G
"0891993.LOFI",1.000000,Key D,Key D
"0896478.LOFI",1.000000,Key B:minor-general,Key B:minor-general
"0903963.LOFI",0.000000,Key F,Key F:minor-general
"0907837.LOFI",1.000000,Key G:minor-general,Key G:minor-general
"0923397.LOFI",0.000000,Key Bb:minor-general,Key Ab
"0945256.LOFI",0.000000,Key Eb:minor-general,Key F#
"0973819.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"0975137.LOFI",0.000000,Key C:minor-general,Key F#
"0975138.LOFI",0.000000,Key D:minor-general,Key B
"0981591.LOFI",0.000000,Key Bb:minor-general,Key A
"0992081.LOFI",1.000000,Key E,Key E
"0997308.LOFI",0.000000,Key C,Key F
"1004923.LOFI",0.000000,Key C:minor-general,Key F:minor-general
"1007941.LOFI",0.000000,Key F:minor-general,Key Ab
"1009960.LOFI",0.000000,Key Eb:minor-general,Key F:minor-general
"1017921.LOFI",0.000000,Key B,Key E
"1026478.LOFI",0.000000,Key F:minor-general,Key F
"1033148.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"1034795.LOFI",0.000000,Key B:minor-general,Key D
"1037507.LOFI",1.000000,Key G,Key G
"1041574.LOFI",0.000000,Key Ab,Key C:minor-general
"1043194.LOFI",0.000000,Key Db:minor-general,Key A:minor-general
"1052744.LOFI",0.000000,Key G:minor-general,Key C
"1056896.LOFI",1.000000,Key A:minor-general,Key A:minor-general
"1074548.LOFI",1.000000,Key A:minor-general,Key A:minor-general
"1075123.LOFI",1.000000,Key F:minor-general,Key F:minor-general
"1092676.LOFI",0.000000,Key F:minor-general,Key Ab
"1103512.LOFI",1.000000,Key Bb:minor-general,Key Bb:minor-general
"1105632.LOFI",1.000000,Key C:minor-general,Key C:minor-general
"1140027.LOFI",0.000000,Key Db:minor-general,Key F:minor-general
"1149778.LOFI",1.000000,Key Gb:minor-general,Key F#:minor-general
"1161234.LOFI",1.000000,Key C,Key C
"1161249.LOFI",1.000000,Key G:minor-general,Key G:minor-general
"1164898.LOFI",1.000000,Key C,Key C
