Mirex
File,Score,Ref key,Test key
"1997-Life Thru a Lens/01-Lazy Days/10-F",0.200000,Key F,Key F:minor-general
"1997-Life Thru a Lens/01-Lazy Days/12-F",0.000000,Key F,Key C:minor-general
"1997-Life Thru a Lens/01-Lazy Days/14-F",1.000000,Key F,Key F
"1997-Life Thru a Lens/01-Lazy Days/1-Fmaj",0.500000,Key F,Key A#
"1997-Life Thru a Lens/01-Lazy Days/3-F",0.000000,Key F,Key C:minor-general
"1997-Life Thru a Lens/01-Lazy Days/5-F",0.000000,Key F,Key C:minor-general
"1997-Life Thru a Lens/01-Lazy Days/6-F",0.000000,Key F,Key D#:minor-general
"1997-Life Thru a Lens/01-Lazy Days/8-F",0.000000,Key F,Key C:minor-general
"1997-Life Thru a Lens/02-Life Thru A Lens/1-Amaj",0.000000,Key A,Key D:minor-general
"1997-Life Thru a Lens/02-Life Thru A Lens/2-F#min",1.000000,Key F#:minor-general,Key F#:minor-general
"1997-Life Thru a Lens/02-Life Thru A Lens/3-Amaj",1.000000,Key A,Key A
"1997-Life Thru a Lens/02-Life Thru A Lens/4-F#min",0.500000,Key F#:minor-general,Key C#:minor-general
"1997-Life Thru a Lens/02-Life Thru A Lens/5-A",0.500000,Key A,Key D
"1997-Life Thru a Lens/03-Ego A Go Go/10-Ebmin",1.000000,Key Eb:minor-general,Key D#:minor-general
"1997-Life Thru a Lens/03-Ego A Go Go/11-Eb",1.000000,Key Eb,Key D#
"1997-Life Thru a Lens/03-Ego A Go Go/1-Ebmaj",1.000000,Key Eb,Key D#
"1997-Life Thru a Lens/03-Ego A Go Go/2-Gbmaj",0.300000,Key Gb,Key D#:minor-general
"1997-Life Thru a Lens/03-Ego A Go Go/3-Ebmaj",0.500000,Key Eb,Key G#
"1997-Life Thru a Lens/03-Ego A Go Go/4-Gbmaj",1.000000,Key Gb,Key F#
"1997-Life Thru a Lens/03-Ego A Go Go/5-Ebmaj",0.200000,Key Eb,Key D#:minor-general
"1997-Life Thru a Lens/03-Ego A Go Go/6-Eb",0.200000,Key Eb,Key D#:minor-general
"1997-Life Thru a Lens/03-Ego A Go Go/7-Ebmin",1.000000,Key Eb:minor-general,Key D#:minor-general
