Mirex
File,Score,Ref key,Test key
"mrx_05_key_000000",1.000000,Key D,Key D
"mrx_05_key_000001",0.000000,Key D,Key F#:minor-general
"mrx_05_key_000002",0.000000,Key D,Key E:minor-general
"mrx_05_key_000003",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000004",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000005",0.000000,Key A,Key E:minor-general
"mrx_05_key_000006",0.200000,Key A,Key A:minor-general
"mrx_05_key_000007",1.000000,Key A,Key A
"mrx_05_key_000008",0.000000,Key C,Key E:minor-general
"mrx_05_key_000009",0.000000,Key A#,Key F:minor-general
"mrx_05_key_000010",0.200000,Key C,Key C:minor-general
"mrx_05_key_000011",1.000000,Key A#,Key A#
"mrx_05_key_000012",1.000000,Key C,Key C
"mrx_05_key_000013",0.200000,Key C,Key C:minor-general
"mrx_05_key_000014",0.000000,Key C,Key F:minor-general
"mrx_05_key_000015",0.000000,Key C,Key E:minor-general
"mrx_05_key_000016",0.000000,Key C,Key E:minor-general
"mrx_05_key_000017",0.000000,Key C,Key F#:minor-general
"mrx_05_key_000018",0.000000,Key C,Key F:minor-general
"mrx_05_key_000019",0.200000,Key C,Key C:minor-general
"mrx_05_key_000020",0.000000,Key C,Key E:minor-general
"mrx_05_key_000021",1.000000,Key D,Key D
"mrx_05_key_000022",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000023",0.000000,Key D,Key A:minor-general
"mrx_05_key_000024",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000025",0.200000,Key D,Key D:minor-general
"mrx_05_key_000026",0.200000,Key A,Key A:minor-general
"mrx_05_key_000027",1.000000,Key D,Key D
"mrx_05_key_000028",0.000000,Key A,Key E:minor-general
"mrx_05_key_000029",0.000000,Key D,Key E:minor-general
"mrx_05_key_000030",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000031",0.000000,Key D,Key F#:minor-general
"mrx_05_key_000032",0.200000,Key A,Key A:minor-general
"mrx_05_key_000033",0.000000,Key D,Key F#:minor-general
"mrx_05_key_000034",1.000000,Key D,Key D
"mrx_05_key_000035",0.200000,Key A,Key A:minor-general
"mrx_05_key_000036",0.300000,Key F#,Key D#:minor-general
"mrx_05_key_000037",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000038",0.300000,Key F#,Key D#:minor-general
"mrx_05_key_000039",0.000000,Key D,Key E:minor-general
"mrx_05_key_000040",0.200000,Key F#,Key F#:minor-general
"mrx_05_key_000041",1.000000,Key D,Key D
"mrx_05_key_000042",0.300000,Key F#,Key D#:minor-general
"mrx_05_key_000043",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000044",0.300000,Key F#,Key D#:minor-general
"mrx_05_key_000045",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000046",0.300000,Key F#,Key D#:minor-general
"mrx_05_key_000047",1.000000,Key A,Key A
"mrx_05_key_000048",0.300000,Key F#,Key D#:minor-general
"mrx_05_key_000049",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000050",0.000000,Key F#,Key C#:minor-general
"mrx_05_key_000051",0.000000,Key C,Key E:minor-general
"mrx_05_key_000052",0.200000,Key A#,Key A#:minor-general
"mrx_05_key_000053",0.000000,Key C,Key E:minor-general
"mrx_05_key_000054",0.300000,Key F#,Key D#:minor-general
"mrx_05_key_000055",0.000000,Key C,Key E:minor-general
"mrx_05_key_000056",0.000000,Key A#,Key F:minor-general
"mrx_05_key_000057",0.000000,Key C,Key G:minor-general
"mrx_05_key_000058",0.000000,Key A#,Key F:minor-general
"mrx_05_key_000059",0.200000,Key C,Key C:minor-general
"mrx_05_key_000060",0.300000,Key C,Key A:minor-general
"mrx_05_key_000061",0.000000,Key A#,Key F:minor-general
"mrx_05_key_000062",1.000000,Key C,Key C
"mrx_05_key_000063",0.000000,Key A#,Key F:minor-general
"mrx_05_key_000064",0.000000,Key A#,Key F:minor-general
"mrx_05_key_000065",0.000000,Key A#,Key C:minor-general
"mrx_05_key_000066",1.000000,Key D,Key D
"mrx_05_key_000067",0.000000,Key C,Key E:minor-general
"mrx_05_key_000068",1.000000,Key A#,Key A#
"mrx_05_key_000069",0.000000,Key C,Key E:minor-general
"mrx_05_key_000070",1.000000,Key A#,Key A#
"mrx_05_key_000071",0.300000,Key C,Key A:minor-general
"mrx_05_key_000072",0.000000,Key A#,Key C:minor-general
"mrx_05_key_000073",0.000000,Key C,Key E:minor-general
"mrx_05_key_000074",1.000000,Key A#,Key A#
"mrx_05_key_000075",0.000000,Key D,Key E:minor-general
"mrx_05_key_000076",0.000000,Key A,Key C#:minor-general
"mrx_05_key_000077",1.000000,Key D,Key D
"mrx_05_key_000078",0.200000,Key A,Key A:minor-general
"mrx_05_key_000079",1.000000,Key D,Key D
"mrx_05_key_000080",0.200000,Key A,Key A:minor-general
"mrx_05_key_000081",1.000000,Key D,Key D
"mrx_05_key_000082",0.000000,Key A,Key E:minor-general
"mrx_05_key_000083",1.000000,Key D,Key D
"mrx_05_key_000084",1.000000,Key D,Key D
"mrx_05_key_000085",1.000000,Key D,Key D
"mrx_05_key_000086",0.300000,Key F#,Key D#:minor-general
"mrx_05_key_000087",1.000000,Key D,Key D
"mrx_05_key_000088",0.000000,Key A,Key E:minor-general
"mrx_05_key_000089",0.200000,Key F#,Key F#:minor-general
"mrx_05_key_000090",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000091",1.000000,Key A,Key A
"mrx_05_key_000092",0.000000,Key A,Key E:minor-general
"mrx_05_key_000093",0.000000,Key C,Key F:minor-general
"mrx_05_key_000094",0.000000,Key C,Key E:minor-general
"mrx_05_key_000095",0.000000,Key C,Key E:minor-general
"mrx_05_key_000096",0.000000,Key C,Key E:minor-general
"mrx_05_key_000097",0.000000,Key C,Key E:minor-general
"mrx_05_key_000098",0.000000,Key C,Key E:minor-general
"mrx_05_key_000099",0.000000,Key C,Key G:minor-general
"mrx_05_key_000100",0.000000,Key C,Key E:minor-general
"mrx_05_key_000101",0.300000,Key C,Key A:minor-general
"mrx_05_key_000102",0.000000,Key C,Key E:minor-general
"mrx_05_key_000103",0.000000,Key C,Key E:minor-general
"mrx_05_key_000104",0.200000,Key A,Key A:minor-general
"mrx_05_key_000105",0.200000,Key A,Key A:minor-general
"mrx_05_key_000106",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000107",1.000000,Key A,Key A
"mrx_05_key_000108",1.000000,Key A,Key A
"mrx_05_key_000109",0.000000,Key A,Key E:minor-general
"mrx_05_key_000110",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000111",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000112",0.000000,Key A,Key E:minor-general
"mrx_05_key_000113",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000114",1.000000,Key A,Key A
"mrx_05_key_000115",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000116",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000117",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000118",0.500000,Key A,Key E
"mrx_05_key_000119",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000120",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000121",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000122",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000123",0.200000,Key C,Key C:minor-general
"mrx_05_key_000124",0.000000,Key C,Key E:minor-general
"mrx_05_key_000125",1.000000,Key C,Key C
"mrx_05_key_000126",0.000000,Key C,Key E:minor-general
"mrx_05_key_000127",0.300000,Key C,Key A:minor-general
"mrx_05_key_000128",0.300000,Key C,Key A:minor-general
"mrx_05_key_000129",1.000000,Key C,Key C
"mrx_05_key_000130",1.000000,Key C,Key C
"mrx_05_key_000131",0.000000,Key C,Key F:minor-general
"mrx_05_key_000132",0.000000,Key C,Key E:minor-general
"mrx_05_key_000133",0.000000,Key C,Key E:minor-general
"mrx_05_key_000134",1.000000,Key D,Key D
"mrx_05_key_000135",1.000000,Key D,Key D
"mrx_05_key_000136",0.500000,Key A,Key E
"mrx_05_key_000137",1.000000,Key D,Key D
"mrx_05_key_000138",0.000000,Key A,Key E:minor-general
"mrx_05_key_000139",0.500000,Key D,Key A
"mrx_05_key_000140",1.000000,Key A,Key A
"mrx_05_key_000141",1.000000,Key D,Key D
"mrx_05_key_000142",0.000000,Key A,Key E:minor-general
"mrx_05_key_000143",0.000000,Key D,Key E:minor-general
"mrx_05_key_000144",0.000000,Key A,Key E:minor-general
"mrx_05_key_000145",1.000000,Key D,Key D
"mrx_05_key_000146",1.000000,Key A,Key A
"mrx_05_key_000147",0.000000,Key A,Key E:minor-general
"mrx_05_key_000148",0.000000,Key C,Key E:minor-general
"mrx_05_key_000149",0.000000,Key C,Key E:minor-general
"mrx_05_key_000150",1.000000,Key C#:minor-general,Key C#:minor-general
"mrx_05_key_000151",0.200000,Key F,Key F:minor-general
"mrx_05_key_000152",0.000000,Key C#:minor-general,Key F:minor-general
"mrx_05_key_000153",0.200000,Key F,Key F:minor-general
"mrx_05_key_000154",0.200000,Key F,Key F:minor-general
"mrx_05_key_000155",0.500000,Key C#:minor-general,Key G#:minor-general
"mrx_05_key_000156",1.000000,Key F,Key F
"mrx_05_key_000157",0.200000,Key F,Key F:minor-general
"mrx_05_key_000158",1.000000,Key F,Key F
"mrx_05_key_000159",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000160",0.200000,Key F,Key F:minor-general
"mrx_05_key_000161",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000162",1.000000,Key F,Key F
"mrx_05_key_000163",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000164",0.000000,Key F,Key A:minor-general
"mrx_05_key_000165",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000166",1.000000,Key F,Key F
"mrx_05_key_000167",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000168",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000169",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000170",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000171",0.000000,Key D,Key F#:minor-general
"mrx_05_key_000172",1.000000,Key D,Key D
"mrx_05_key_000173",1.000000,Key D,Key D
"mrx_05_key_000174",1.000000,Key D,Key D
"mrx_05_key_000175",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000176",1.000000,Key D,Key D
"mrx_05_key_000177",1.000000,Key D,Key D
"mrx_05_key_000178",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000179",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000180",0.500000,Key C,Key G
"mrx_05_key_000181",0.000000,Key C,Key E:minor-general
"mrx_05_key_000182",0.000000,Key C,Key E:minor-general
"mrx_05_key_000183",1.000000,Key C#:minor-general,Key C#:minor-general
"mrx_05_key_000184",0.000000,Key C,Key E:minor-general
"mrx_05_key_000185",1.000000,Key C#:minor-general,Key C#:minor-general
"mrx_05_key_000186",0.000000,Key C,Key E:minor-general
"mrx_05_key_000187",1.000000,Key C#:minor-general,Key C#:minor-general
"mrx_05_key_000188",1.000000,Key D,Key D
"mrx_05_key_000189",0.200000,Key C,Key C:minor-general
"mrx_05_key_000190",0.000000,Key C#:minor-general,Key E:minor-general
"mrx_05_key_000191",1.000000,Key D,Key D
"mrx_05_key_000192",0.000000,Key C,Key G:minor-general
"mrx_05_key_000193",1.000000,Key C#:minor-general,Key C#:minor-general
"mrx_05_key_000194",0.000000,Key D,Key E:minor-general
"mrx_05_key_000195",0.300000,Key C,Key A:minor-general
"mrx_05_key_000196",0.500000,Key C#:minor-general,Key F#:minor-general
"mrx_05_key_000197",0.000000,Key D,Key F#:minor-general
"mrx_05_key_000198",0.300000,Key C,Key A:minor-general
"mrx_05_key_000199",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000200",1.000000,Key C,Key C
"mrx_05_key_000201",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000202",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000203",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000204",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000205",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000206",1.000000,Key A,Key A
"mrx_05_key_000207",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000208",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000209",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000210",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000211",1.000000,Key D,Key D
"mrx_05_key_000212",0.300000,Key D,Key B:minor-general
"mrx_05_key_000213",1.000000,Key D,Key D
"mrx_05_key_000214",1.000000,Key D,Key D
"mrx_05_key_000215",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000216",0.300000,Key C,Key A:minor-general
"mrx_05_key_000217",0.500000,Key E:minor-general,Key A:minor-general
"mrx_05_key_000218",0.200000,Key C,Key C:minor-general
"mrx_05_key_000219",0.000000,Key D,Key E:minor-general
"mrx_05_key_000220",0.300000,Key C,Key A:minor-general
"mrx_05_key_000221",0.000000,Key C,Key E:minor-general
"mrx_05_key_000222",1.000000,Key D,Key D
"mrx_05_key_000223",0.000000,Key C,Key E:minor-general
"mrx_05_key_000224",0.200000,Key C,Key C:minor-general
"mrx_05_key_000225",0.000000,Key C,Key E:minor-general
"mrx_05_key_000226",1.000000,Key D,Key D
"mrx_05_key_000227",0.000000,Key C,Key E:minor-general
"mrx_05_key_000228",1.000000,Key D,Key D
"mrx_05_key_000229",1.000000,Key C,Key C
"mrx_05_key_000230",0.000000,Key D,Key E:minor-general
"mrx_05_key_000231",0.300000,Key C,Key A:minor-general
"mrx_05_key_000232",0.000000,Key D,Key E:minor-general
"mrx_05_key_000233",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000234",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000235",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000236",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000237",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000238",0.000000,Key E:minor-general,Key F#:minor-general
"mrx_05_key_000239",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000240",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000241",1.000000,Key D,Key D
"mrx_05_key_000242",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000243",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000244",0.000000,Key D,Key E:minor-general
"mrx_05_key_000245",1.000000,Key D,Key D
"mrx_05_key_000246",1.000000,Key C,Key C
"mrx_05_key_000247",1.000000,Key E:minor-general,Key E:minor-general
"mrx_05_key_000248",0.300000,Key D,Key B:minor-general
"mrx_05_key_000249",1.000000,Key C,Key C
"mrx_05_key_000250",1.000000,Key D,Key D
"mrx_05_key_000251",0.000000,Key C,Key F:minor-general
"mrx_05_key_000252",0.000000,Key D,Key E:minor-general
"mrx_05_key_000253",1.000000,Key D,Key D
"mrx_05_key_000254",1.000000,Key D,Key D
"mrx_05_key_000255",1.000000,Key D,Key D
"mrx_05_key_000256",0.000000,Key C,Key E:minor-general
"mrx_05_key_000257",0.300000,Key C,Key A:minor-general
"mrx_05_key_000258",1.000000,Key D,Key D
"mrx_05_key_000259",0.200000,Key C,Key C:minor-general
"mrx_05_key_000260",0.000000,Key D,Key E:minor-general
"mrx_05_key_000261",0.000000,Key C,Key E:minor-general
"mrx_05_key_000262",1.000000,Key C,Key C
"mrx_05_key_000263",1.000000,Key C,Key C
"mrx_05_key_000264",0.000000,Key C,Key E:minor-general
