Mirex
File,Score,Ref key,Test key
"mrx_05_key_000000",0.500000,Key D,Key A
"mrx_05_key_000001",0.000000,Key D,Key C#:minor-general
"mrx_05_key_000002",0.200000,Key D,Key D:minor-general
"mrx_05_key_000003",0.200000,Key A,Key A:minor-general
"mrx_05_key_000004",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000005",0.500000,Key A,Key E
"mrx_05_key_000006",0.200000,Key A,Key A:minor-general
"mrx_05_key_000007",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000008",0.300000,Key C,Key A:minor-general
"mrx_05_key_000009",0.000000,Key A#,Key F:minor-general
"mrx_05_key_000010",0.300000,Key C,Key A:minor-general
"mrx_05_key_000011",0.300000,Key A#,Key G:minor-general
"mrx_05_key_000012",0.000000,Key C,Key E:minor-general
"mrx_05_key_000013",0.200000,Key C,Key C:minor-general
"mrx_05_key_000014",1.000000,Key C,Key C
"mrx_05_key_000015",0.500000,Key C,Key G
"mrx_05_key_000016",0.000000,Key C,Key E
"mrx_05_key_000017",0.200000,Key C,Key C:minor-general
"mrx_05_key_000018",1.000000,Key C,Key C
"mrx_05_key_000019",0.000000,Key C,Key E:minor-general
"mrx_05_key_000020",1.000000,Key C,Key C
"mrx_05_key_000021",1.000000,Key D,Key D
"mrx_05_key_000022",0.000000,Key A,Key C#:minor-general
"mrx_05_key_000023",0.000000,Key D,Key C
"mrx_05_key_000024",0.000000,Key A,Key C#:minor-general
"mrx_05_key_000025",0.200000,Key D,Key D:minor-general
"mrx_05_key_000026",0.200000,Key A,Key A:minor-general
"mrx_05_key_000027",0.300000,Key D,Key B:minor-general
"mrx_05_key_000028",0.300000,Key A,Key F#:minor-general
"mrx_05_key_000029",0.500000,Key D,Key A
"mrx_05_key_000030",0.000000,Key A,Key G#:minor-general
"mrx_05_key_000031",1.000000,Key D,Key D
"mrx_05_key_000032",0.500000,Key A,Key E
"mrx_05_key_000033",0.500000,Key D,Key A
"mrx_05_key_000034",0.200000,Key D,Key D:minor-general
"mrx_05_key_000035",1.000000,Key A,Key A
"mrx_05_key_000036",0.000000,Key F#,Key G#:minor-general
"mrx_05_key_000037",0.500000,Key A,Key E
"mrx_05_key_000038",0.500000,Key F#,Key B
"mrx_05_key_000039",1.000000,Key D,Key D
"mrx_05_key_000040",0.500000,Key F#,Key Db
"mrx_05_key_000041",0.500000,Key D,Key A
"mrx_05_key_000042",0.000000,Key F#,Key G#:minor-general
"mrx_05_key_000043",0.000000,Key A,Key C#:minor-general
"mrx_05_key_000044",0.500000,Key F#,Key B
"mrx_05_key_000045",0.500000,Key A,Key E
"mrx_05_key_000046",0.000000,Key F#,Key G#:minor-general
"mrx_05_key_000047",0.200000,Key A,Key A:minor-general
"mrx_05_key_000048",0.000000,Key F#,Key G#:minor-general
"mrx_05_key_000049",0.000000,Key A,Key C#:minor-general
"mrx_05_key_000050",0.000000,Key F#,Key D:minor-general
"mrx_05_key_000051",0.300000,Key C,Key A:minor-general
"mrx_05_key_000052",0.200000,Key A#,Key Bb:minor-general
"mrx_05_key_000053",0.000000,Key C,Key B:minor-general
"mrx_05_key_000054",0.000000,Key F#,Key Bb:minor-general
"mrx_05_key_000055",0.300000,Key C,Key A:minor-general
"mrx_05_key_000056",0.000000,Key A#,Key F:minor-general
"mrx_05_key_000057",0.000000,Key C,Key G#:minor-general
"mrx_05_key_000058",0.200000,Key A#,Key Bb:minor-general
"mrx_05_key_000059",1.000000,Key C,Key C
